Date_time|Bet|Win|Winning_text|Cards_played|Potential_win|Potential_winning_text|Ten_cards
09/09/2021, 15:53:17|5|30|Flush|['hearts_2', 'hearts_8', 'hearts_10', 'hearts_4', 'hearts_king']|20|Straight|['hearts_2', 'spades_jack', 'hearts_10', 'hearts_4', 'hearts_king', 'hearts_8', 'spades_ace', 'clubs_4', 'spades_9', 'hearts_9']
09/09/2021, 15:53:26|5|5|Pair Jack's|['clubs_3', 'spades_jack', 'clubs_jack', 'diamonds_2', 'spades_king']|10|Two pair|['diamonds_7', 'spades_jack', 'diamonds_6', 'clubs_10', 'spades_king', 'clubs_3', 'clubs_jack', 'diamonds_2', 'hearts_10', 'diamonds_king']
09/09/2021, 15:53:35|5|10|Two pair|['spades_7', 'clubs_7', 'diamonds_5', 'spades_5', 'diamonds_9']|45|Full house|['spades_7', 'clubs_7', 'diamonds_5', 'spades_5', 'spades_jack', 'diamonds_9', 'diamonds_7', 'diamonds_10', 'clubs_queen', 'clubs_jack']
09/09/2021, 15:53:42|5|5|Pair Jack's|['spades_4', 'diamonds_king', 'clubs_jack', 'hearts_queen', 'diamonds_jack']|20|Straight|['diamonds_7', 'diamonds_king', 'hearts_4', 'hearts_queen', 'hearts_5', 'spades_4', 'clubs_jack', 'diamonds_jack', 'diamonds_2', 'spades_8']
09/09/2021, 15:53:50|5|5|Pair Jack's|['hearts_queen', 'clubs_jack', 'diamonds_jack', 'diamonds_8', 'diamonds_3']|20|Straight|['hearts_queen', 'spades_9', 'diamonds_jack', 'spades_10', 'hearts_2', 'clubs_jack', 'diamonds_8', 'diamonds_3', 'clubs_5', 'clubs_2']
09/09/2021, 15:53:58|5|0||['hearts_8', 'clubs_queen', 'hearts_ace', 'spades_2', 'spades_jack']|30|Flush|['spades_5', 'clubs_queen', 'spades_7', 'clubs_10', 'spades_jack', 'hearts_8', 'hearts_ace', 'spades_2', 'diamonds_jack', 'spades_6']
09/09/2021, 15:54:07|5|0||['spades_9', 'diamonds_jack', 'hearts_2', 'hearts_9', 'clubs_3']|20|Straight|['spades_9', 'spades_4', 'hearts_10', 'hearts_9', 'diamonds_7', 'diamonds_jack', 'hearts_2', 'clubs_3', 'spades_7', 'clubs_king']
09/09/2021, 15:54:16|5|30|Flush|['hearts_10', 'hearts_jack', 'hearts_3', 'hearts_ace', 'hearts_queen']|30|Flush|['clubs_6', 'hearts_jack', 'hearts_3', 'hearts_ace', 'hearts_queen', 'hearts_10', 'diamonds_4', 'diamonds_6', 'clubs_2', 'diamonds_jack']
09/09/2021, 15:54:25|5|10|Two pair|['hearts_8', 'clubs_9', 'diamonds_8', 'clubs_4', 'spades_4']|45|Full house|['hearts_8', 'diamonds_jack', 'diamonds_8', 'clubs_4', 'spades_4', 'clubs_9', 'diamonds_2', 'hearts_6', 'diamonds_4', 'diamonds_7']
09/09/2021, 15:54:34|5|5|Pair Jack's|['spades_jack', 'clubs_jack', 'diamonds_8', 'diamonds_queen', 'clubs_6']|20|Straight|['spades_2', 'clubs_9', 'diamonds_10', 'diamonds_queen', 'clubs_3', 'spades_jack', 'clubs_jack', 'diamonds_8', 'clubs_6', 'hearts_3']
09/09/2021, 15:54:48|5|0||['hearts_7', 'diamonds_8', 'spades_10', 'clubs_9', 'clubs_queen']|45|Full house|['spades_5', 'diamonds_8', 'spades_10', 'clubs_9', 'clubs_queen', 'hearts_7', 'clubs_10', 'hearts_8', 'spades_7', 'hearts_10']
09/09/2021, 15:54:58|5|5|Pair King's|['diamonds_10', 'clubs_king', 'hearts_5', 'hearts_king', 'hearts_queen']|45|Full house|['diamonds_3', 'clubs_king', 'spades_7', 'spades_5', 'spades_10', 'diamonds_10', 'hearts_5', 'hearts_king', 'hearts_queen', 'diamonds_5']
09/09/2021, 15:55:07|5|0||['hearts_4', 'diamonds_4', 'clubs_queen', 'diamonds_ace', 'hearts_2']|20|Straight|['hearts_4', 'diamonds_4', 'clubs_queen', 'clubs_6', 'hearts_10', 'diamonds_ace', 'hearts_2', 'spades_jack', 'spades_7', 'clubs_5']
09/09/2021, 15:55:16|5|5|Pair Jack's|['diamonds_jack', 'clubs_jack', 'diamonds_5', 'diamonds_ace', 'clubs_king']|20|Straight|['diamonds_jack', 'hearts_3', 'spades_8', 'clubs_2', 'clubs_king', 'clubs_jack', 'diamonds_5', 'diamonds_ace', 'hearts_6', 'spades_queen']
09/09/2021, 15:55:23|5|15|Three of a kind|['diamonds_10', 'diamonds_9', 'hearts_10', 'spades_10', 'diamonds_4']|45|Full house|['diamonds_10', 'clubs_ace', 'hearts_10', 'spades_10', 'hearts_5', 'diamonds_9', 'diamonds_4', 'hearts_6', 'diamonds_2', 'spades_4']
09/09/2021, 15:55:34|5|0||['diamonds_7', 'spades_jack', 'spades_3', 'spades_4', 'clubs_10']|30|Flush|['hearts_2', 'spades_jack', 'hearts_4', 'spades_9', 'hearts_7', 'diamonds_7', 'spades_3', 'spades_4', 'clubs_10', 'spades_8']
09/09/2021, 15:55:42|5|5|Pair King's|['diamonds_6', 'diamonds_ace', 'clubs_king', 'hearts_3', 'spades_king']|10|Two pair|['spades_4', 'diamonds_ace', 'clubs_king', 'hearts_8', 'spades_3', 'diamonds_6', 'hearts_3', 'spades_king', 'diamonds_10', 'clubs_ace']
09/09/2021, 15:55:51|5|5|Pair Jack's|['hearts_jack', 'diamonds_2', 'spades_jack', 'diamonds_9', 'diamonds_7']|30|Flush|['hearts_jack', 'hearts_queen', 'spades_jack', 'diamonds_10', 'clubs_8', 'diamonds_2', 'diamonds_9', 'diamonds_7', 'diamonds_jack', 'hearts_4']
09/09/2021, 15:55:59|5|0||['diamonds_7', 'spades_2', 'hearts_4', 'hearts_2', 'clubs_5']|20|Straight|['hearts_5', 'spades_2', 'clubs_7', 'hearts_2', 'diamonds_3', 'diamonds_7', 'hearts_4', 'clubs_5', 'diamonds_jack', 'diamonds_8']
09/09/2021, 15:56:08|5|10|Two pair|['spades_king', 'spades_ace', 'diamonds_ace', 'diamonds_king', 'diamonds_queen']|10|Two pair|['spades_king', 'spades_ace', 'diamonds_ace', 'diamonds_king', 'diamonds_7', 'diamonds_queen', 'diamonds_2', 'hearts_4', 'clubs_jack', 'diamonds_jack']
09/09/2021, 15:56:15|5|0||['spades_3', 'spades_6', 'hearts_5', 'diamonds_7', 'spades_7']|20|Straight|['spades_ace', 'diamonds_2', 'diamonds_8', 'diamonds_7', 'spades_7', 'spades_3', 'spades_6', 'hearts_5', 'clubs_queen', 'hearts_9']
09/09/2021, 15:56:23|5|0||['clubs_ace', 'hearts_king', 'spades_9', 'clubs_jack', 'hearts_5']|20|Straight|['clubs_ace', 'hearts_king', 'spades_4', 'diamonds_10', 'hearts_8', 'spades_9', 'clubs_jack', 'hearts_5', 'spades_8', 'spades_queen']
09/09/2021, 15:56:30|5|10|Two pair|['spades_king', 'clubs_ace', 'diamonds_4', 'clubs_4', 'hearts_ace']|45|Full house|['spades_king', 'hearts_6', 'spades_7', 'hearts_2', 'hearts_ace', 'clubs_ace', 'diamonds_4', 'clubs_4', 'diamonds_king', 'hearts_king']
09/09/2021, 15:56:39|5|10|Two pair|['spades_queen', 'clubs_king', 'spades_8', 'diamonds_queen', 'spades_king']|45|Full house|['spades_queen', 'clubs_king', 'clubs_2', 'hearts_9', 'spades_7', 'spades_8', 'diamonds_queen', 'spades_king', 'clubs_queen', 'hearts_10']
09/09/2021, 15:56:47|5|0||['clubs_5', 'spades_queen', 'diamonds_5', 'hearts_4', 'spades_10']|30|Flush|['clubs_5', 'spades_queen', 'diamonds_5', 'diamonds_8', 'hearts_2', 'hearts_4', 'spades_10', 'spades_king', 'spades_6', 'spades_9']
09/09/2021, 15:56:57|5|0||['diamonds_10', 'clubs_jack', 'clubs_3', 'clubs_ace', 'clubs_6']|20|Straight|['spades_4', 'clubs_jack', 'clubs_3', 'clubs_ace', 'clubs_6', 'diamonds_10', 'clubs_7', 'clubs_10', 'diamonds_7', 'hearts_queen']
09/09/2021, 15:57:07|5|0||['clubs_queen', 'clubs_king', 'hearts_5', 'spades_3', 'diamonds_ace']|45|Full house|['clubs_queen', 'clubs_king', 'hearts_3', 'diamonds_2', 'diamonds_ace', 'hearts_5', 'spades_3', 'clubs_8', 'diamonds_3', 'spades_8']
09/09/2021, 15:57:14|5|0||['clubs_queen', 'clubs_king', 'spades_jack', 'hearts_8', 'spades_ace']|20|Straight|['clubs_2', 'diamonds_3', 'spades_jack', 'hearts_5', 'spades_ace', 'clubs_queen', 'clubs_king', 'hearts_8', 'spades_6', 'hearts_jack']
09/09/2021, 15:57:26|5|15|Three of a kind|['diamonds_ace', 'hearts_king', 'clubs_ace', 'clubs_jack', 'hearts_ace']|45|Full house|['diamonds_ace', 'spades_10', 'spades_king', 'diamonds_6', 'hearts_ace', 'hearts_king', 'clubs_ace', 'clubs_jack', 'clubs_9', 'diamonds_4']
09/09/2021, 15:57:35|5|5|Pair King's|['spades_king', 'diamonds_jack', 'diamonds_6', 'clubs_9', 'diamonds_king']|20|Straight|['spades_king', 'spades_3', 'spades_9', 'clubs_2', 'diamonds_king', 'diamonds_jack', 'diamonds_6', 'clubs_9', 'spades_7', 'diamonds_queen']
09/09/2021, 15:57:43|5|10|Two pair|['clubs_6', 'hearts_10', 'clubs_ace', 'hearts_6', 'hearts_ace']|30|Flush|['clubs_6', 'diamonds_9', 'clubs_10', 'hearts_6', 'hearts_ace', 'hearts_10', 'clubs_ace', 'diamonds_king', 'clubs_9', 'clubs_king']
09/09/2021, 15:57:51|5|0||['diamonds_jack', 'hearts_4', 'clubs_4', 'spades_3', 'hearts_8']|45|Full house|['diamonds_jack', 'hearts_4', 'clubs_4', 'hearts_5', 'spades_8', 'spades_3', 'hearts_8', 'clubs_queen', 'clubs_jack', 'spades_4']
09/09/2021, 15:58:01|5|5|Pair Jack's|['diamonds_7', 'hearts_3', 'clubs_jack', 'spades_ace', 'spades_jack']|10|Two pair|['diamonds_ace', 'clubs_8', 'clubs_jack', 'hearts_6', 'spades_jack', 'diamonds_7', 'hearts_3', 'spades_ace', 'hearts_9', 'hearts_7']
09/09/2021, 15:58:07|5|5|Pair King's|['clubs_5', 'spades_ace', 'diamonds_king', 'clubs_king', 'hearts_2']|20|Straight|['diamonds_10', 'clubs_4', 'diamonds_king', 'clubs_king', 'clubs_queen', 'clubs_5', 'spades_ace', 'hearts_2', 'hearts_3', 'hearts_9']
09/09/2021, 15:58:15|5|5|Pair Ace's|['diamonds_queen', 'hearts_8', 'hearts_ace', 'hearts_2', 'clubs_ace']|20|Straight|['diamonds_queen', 'diamonds_9', 'spades_7', 'diamonds_6', 'clubs_ace', 'hearts_8', 'hearts_ace', 'hearts_2', 'diamonds_5', 'spades_3']
09/09/2021, 15:58:26|5|0||['hearts_queen', 'hearts_7', 'diamonds_jack', 'hearts_10', 'hearts_9']|20|Straight|['hearts_queen', 'hearts_7', 'clubs_6', 'hearts_10', 'hearts_9', 'diamonds_jack', 'clubs_7', 'spades_jack', 'spades_2', 'spades_3']
09/09/2021, 15:58:33|5|5|Pair Ace's|['diamonds_2', 'diamonds_ace', 'clubs_6', 'spades_ace', 'hearts_jack']|30|Flush|['hearts_2', 'diamonds_ace', 'diamonds_6', 'spades_ace', 'clubs_3', 'diamonds_2', 'clubs_6', 'hearts_jack', 'diamonds_8', 'diamonds_queen']
09/09/2021, 15:58:43|5|0||['diamonds_ace', 'clubs_2', 'clubs_8', 'diamonds_2', 'spades_jack']|10|Two pair|['diamonds_ace', 'clubs_2', 'clubs_10', 'diamonds_2', 'diamonds_6', 'clubs_8', 'spades_jack', 'clubs_queen', 'hearts_3', 'diamonds_3']
09/09/2021, 15:58:52|5|0||['spades_10', 'spades_3', 'spades_4', 'spades_6', 'hearts_5']|20|Straight|['spades_10', 'spades_3', 'spades_4', 'spades_6', 'clubs_jack', 'hearts_5', 'diamonds_queen', 'clubs_3', 'clubs_7', 'clubs_10']
09/09/2021, 15:59:00|5|0||['clubs_jack', 'hearts_king', 'hearts_queen', 'clubs_4', 'hearts_4']|15|Three of a kind|['clubs_jack', 'hearts_king', 'hearts_queen', 'diamonds_7', 'diamonds_4', 'clubs_4', 'hearts_4', 'spades_jack', 'hearts_jack', 'clubs_5']
09/09/2021, 15:59:11|5|0||['diamonds_10', 'diamonds_9', 'spades_king', 'spades_6', 'diamonds_7']|20|Straight|['diamonds_10', 'diamonds_9', 'hearts_2', 'hearts_3', 'diamonds_7', 'spades_king', 'spades_6', 'clubs_4', 'spades_10', 'clubs_8']
09/09/2021, 15:59:19|5|5|Pair Queen's|['clubs_queen', 'spades_jack', 'hearts_5', 'diamonds_10', 'hearts_queen']|20|Straight|['clubs_queen', 'diamonds_8', 'clubs_4', 'clubs_2', 'diamonds_5', 'spades_jack', 'hearts_5', 'diamonds_10', 'hearts_queen', 'clubs_3']
09/09/2021, 15:59:27|5|0||['hearts_king', 'hearts_8', 'diamonds_10', 'clubs_8', 'clubs_jack']|20|Straight|['hearts_king', 'spades_4', 'diamonds_5', 'hearts_7', 'clubs_jack', 'hearts_8', 'diamonds_10', 'clubs_8', 'spades_9', 'clubs_4']
09/09/2021, 15:59:35|5|0||['spades_jack', 'diamonds_king', 'diamonds_2', 'diamonds_queen', 'hearts_10']|30|Flush|['spades_jack', 'hearts_2', 'diamonds_6', 'diamonds_queen', 'hearts_9', 'diamonds_king', 'diamonds_2', 'hearts_10', 'diamonds_5', 'spades_4']
09/09/2021, 15:59:49|5|0||['spades_7', 'spades_8', 'hearts_9', 'diamonds_8', 'spades_10']|20|Straight|['spades_7', 'spades_4', 'hearts_9', 'diamonds_8', 'spades_10', 'spades_8', 'clubs_6', 'diamonds_9', 'clubs_5', 'hearts_10']
09/09/2021, 15:59:57|5|0||['spades_queen', 'spades_8', 'diamonds_king', 'hearts_ace', 'hearts_5']|30|Flush|['spades_2', 'spades_7', 'clubs_3', 'hearts_ace', 'diamonds_9', 'spades_queen', 'spades_8', 'diamonds_king', 'hearts_5', 'spades_3']
09/09/2021, 16:00:06|5|0||['clubs_7', 'diamonds_5', 'diamonds_queen', 'hearts_3', 'diamonds_ace']|45|Full house|['hearts_4', 'hearts_10', 'diamonds_queen', 'clubs_4', 'diamonds_ace', 'clubs_7', 'diamonds_5', 'hearts_3', 'diamonds_4', 'spades_10']
09/09/2021, 16:00:13|5|5|Pair Jack's|['clubs_3', 'spades_9', 'clubs_jack', 'diamonds_jack', 'spades_5']|30|Flush|['clubs_4', 'diamonds_6', 'clubs_jack', 'diamonds_jack', 'spades_10', 'clubs_3', 'spades_9', 'spades_5', 'spades_4', 'spades_ace']
09/09/2021, 16:00:20|5|0||['diamonds_queen', 'hearts_jack', 'clubs_ace', 'diamonds_8', 'diamonds_4']|20|Straight|['diamonds_queen', 'hearts_jack', 'clubs_2', 'hearts_4', 'clubs_3', 'clubs_ace', 'diamonds_8', 'diamonds_4', 'spades_7', 'clubs_8']
09/09/2021, 16:00:28|5|0||['clubs_2', 'hearts_queen', 'diamonds_5', 'spades_5', 'spades_8']|30|Flush|['diamonds_jack', 'hearts_3', 'diamonds_5', 'spades_5', 'spades_ace', 'clubs_2', 'hearts_queen', 'spades_8', 'spades_10', 'spades_7']
09/09/2021, 16:00:36|5|0||['diamonds_jack', 'diamonds_9', 'spades_7', 'hearts_ace', 'spades_3']|10|Two pair|['diamonds_jack', 'clubs_2', 'hearts_7', 'hearts_ace', 'clubs_6', 'diamonds_9', 'spades_7', 'spades_3', 'clubs_ace', 'spades_6']
09/09/2021, 16:00:44|5|5|Pair Jack's|['hearts_8', 'hearts_10', 'spades_jack', 'clubs_5', 'diamonds_jack']|20|Straight|['spades_7', 'diamonds_6', 'spades_2', 'diamonds_4', 'diamonds_jack', 'hearts_8', 'hearts_10', 'spades_jack', 'clubs_5', 'hearts_7']
09/09/2021, 16:00:52|5|10|Two pair|['diamonds_jack', 'spades_7', 'hearts_jack', 'clubs_7', 'diamonds_5']|20|Straight|['diamonds_jack', 'clubs_ace', 'hearts_jack', 'clubs_5', 'spades_10', 'spades_7', 'clubs_7', 'diamonds_5', 'hearts_king', 'hearts_queen']
09/09/2021, 16:01:00|5|0||['diamonds_3', 'clubs_10', 'diamonds_5', 'hearts_5', 'clubs_jack']|30|Flush|['diamonds_7', 'hearts_9', 'diamonds_5', 'hearts_5', 'hearts_3', 'diamonds_3', 'clubs_10', 'clubs_jack', 'diamonds_10', 'diamonds_9']
09/09/2021, 16:01:07|5|0||['hearts_5', 'clubs_8', 'diamonds_4', 'spades_10', 'clubs_king']|20|Straight|['clubs_2', 'spades_9', 'clubs_5', 'diamonds_6', 'clubs_king', 'hearts_5', 'clubs_8', 'diamonds_4', 'spades_10', 'hearts_4']
09/09/2021, 16:01:15|5|0||['clubs_2', 'hearts_queen', 'hearts_7', 'clubs_5', 'spades_ace']|20|Straight|['spades_6', 'hearts_queen', 'hearts_10', 'spades_2', 'spades_ace', 'clubs_2', 'hearts_7', 'clubs_5', 'hearts_3', 'clubs_4']
09/09/2021, 16:01:23|5|0||['spades_queen', 'hearts_jack', 'spades_9', 'hearts_ace', 'clubs_5']|20|Straight|['hearts_2', 'hearts_jack', 'clubs_4', 'hearts_ace', 'clubs_8', 'spades_queen', 'spades_9', 'clubs_5', 'diamonds_8', 'spades_7']
09/09/2021, 16:01:31|5|5|Pair Jack's|['diamonds_jack', 'hearts_queen', 'clubs_3', 'hearts_jack', 'clubs_8']|20|Straight|['diamonds_jack', 'spades_king', 'hearts_5', 'hearts_jack', 'spades_ace', 'hearts_queen', 'clubs_3', 'clubs_8', 'clubs_queen', 'hearts_4']
09/09/2021, 16:01:39|5|5|Pair Queen's|['spades_queen', 'spades_3', 'diamonds_queen', 'clubs_7', 'spades_5']|10|Two pair|['spades_queen', 'clubs_9', 'diamonds_queen', 'diamonds_4', 'diamonds_ace', 'spades_3', 'clubs_7', 'spades_5', 'spades_9', 'hearts_jack']
09/09/2021, 16:01:51|5|0||['spades_9', 'spades_ace', 'spades_8', 'hearts_8', 'spades_10']|45|Full house|['spades_9', 'spades_ace', 'spades_8', 'hearts_9', 'spades_10', 'hearts_8', 'hearts_7', 'clubs_7', 'clubs_9', 'clubs_2']
09/09/2021, 16:02:01|5|0||['clubs_4', 'spades_jack', 'clubs_queen', 'diamonds_ace', 'clubs_king']|20|Straight|['spades_9', 'spades_jack', 'clubs_queen', 'diamonds_ace', 'clubs_king', 'clubs_4', 'hearts_6', 'hearts_4', 'spades_5', 'hearts_2']
09/09/2021, 16:02:10|5|0||['clubs_8', 'clubs_3', 'hearts_ace', 'clubs_queen', 'clubs_king']|20|Straight|['clubs_4', 'spades_8', 'hearts_7', 'clubs_2', 'diamonds_3', 'clubs_8', 'clubs_3', 'hearts_ace', 'clubs_queen', 'clubs_king']
09/09/2021, 16:02:18|5|0||['hearts_2', 'diamonds_king', 'diamonds_5', 'clubs_5', 'hearts_ace']|20|Straight|['hearts_9', 'spades_3', 'diamonds_5', 'clubs_5', 'clubs_6', 'hearts_2', 'diamonds_king', 'hearts_ace', 'hearts_3', 'clubs_queen']
09/09/2021, 16:02:25|5|5|Pair Ace's|['spades_5', 'clubs_ace', 'diamonds_ace', 'clubs_6', 'spades_king']|20|Straight|['diamonds_6', 'clubs_ace', 'diamonds_ace', 'clubs_king', 'hearts_3', 'spades_5', 'clubs_6', 'spades_king', 'hearts_10', 'clubs_4']
09/09/2021, 16:02:32|5|5|Pair King's|['diamonds_king', 'spades_8', 'spades_jack', 'diamonds_ace', 'hearts_king']|20|Straight|['diamonds_king', 'diamonds_5', 'hearts_9', 'spades_7', 'hearts_king', 'spades_8', 'spades_jack', 'diamonds_ace', 'diamonds_3', 'spades_6']
09/09/2021, 16:02:43|5|5|Pair Queen's|['spades_queen', 'hearts_7', 'hearts_2', 'diamonds_queen', 'diamonds_5']|20|Straight|['spades_queen', 'spades_3', 'clubs_jack', 'diamonds_queen', 'spades_king', 'hearts_7', 'hearts_2', 'diamonds_5', 'hearts_king', 'clubs_10']
09/09/2021, 16:02:50|5|5|Pair Jack's|['hearts_jack', 'hearts_7', 'spades_4', 'spades_king', 'spades_jack']|20|Straight|['hearts_jack', 'diamonds_9', 'spades_5', 'diamonds_6', 'spades_jack', 'hearts_7', 'spades_4', 'spades_king', 'clubs_10', 'diamonds_7']
09/09/2021, 16:02:57|5|5|Pair Ace's|['hearts_jack', 'hearts_3', 'hearts_9', 'clubs_ace', 'diamonds_ace']|10|Two pair|['diamonds_king', 'hearts_7', 'spades_2', 'clubs_ace', 'diamonds_ace', 'hearts_jack', 'hearts_3', 'hearts_9', 'clubs_4', 'spades_king']
09/09/2021, 16:03:05|5|5|Pair King's|['hearts_10', 'spades_jack', 'hearts_6', 'hearts_king', 'spades_king']|30|Flush|['clubs_6', 'spades_jack', 'hearts_3', 'diamonds_9', 'spades_king', 'hearts_10', 'hearts_6', 'hearts_king', 'hearts_9', 'spades_4']
09/09/2021, 16:03:15|5|15|Three of a kind|['clubs_6', 'spades_6', 'clubs_ace', 'clubs_queen', 'diamonds_6']|45|Full house|['clubs_6', 'hearts_10', 'clubs_ace', 'diamonds_8', 'diamonds_6', 'spades_6', 'clubs_queen', 'spades_queen', 'clubs_5', 'hearts_3']
09/09/2021, 16:03:31|5|10|Two pair|['diamonds_3', 'clubs_7', 'hearts_2', 'diamonds_7', 'spades_3']|20|Straight|['spades_ace', 'clubs_7', 'clubs_queen', 'diamonds_7', 'spades_9', 'diamonds_3', 'hearts_2', 'spades_3', 'hearts_jack', 'clubs_king']
09/09/2021, 16:03:40|5|0||['clubs_ace', 'clubs_jack', 'diamonds_7', 'spades_4', 'hearts_king']|20|Straight|['clubs_ace', 'clubs_jack', 'hearts_2', 'hearts_6', 'hearts_king', 'diamonds_7', 'spades_4', 'clubs_queen', 'clubs_king', 'diamonds_king']
09/09/2021, 16:03:48|5|0||['diamonds_king', 'hearts_ace', 'diamonds_6', 'spades_8', 'diamonds_jack']|30|Flush|['diamonds_king', 'hearts_ace', 'hearts_6', 'spades_2', 'diamonds_jack', 'diamonds_6', 'spades_8', 'hearts_queen', 'diamonds_8', 'diamonds_10']
09/09/2021, 16:03:55|5|5|Pair King's|['hearts_2', 'clubs_king', 'diamonds_king', 'diamonds_3', 'diamonds_5']|10|Two pair|['hearts_9', 'clubs_king', 'diamonds_king', 'spades_4', 'spades_2', 'hearts_2', 'diamonds_3', 'diamonds_5', 'spades_9', 'spades_5']
09/09/2021, 16:04:02|5|5|Pair Jack's|['hearts_7', 'clubs_jack', 'spades_5', 'clubs_9', 'diamonds_jack']|30|Flush|['diamonds_7', 'clubs_jack', 'diamonds_4', 'clubs_8', 'diamonds_jack', 'hearts_7', 'spades_5', 'clubs_9', 'clubs_queen', 'clubs_3']
09/09/2021, 16:04:09|5|0||['spades_6', 'hearts_8', 'diamonds_7', 'clubs_6', 'clubs_5']|20|Straight|['spades_6', 'clubs_3', 'diamonds_9', 'clubs_6', 'clubs_jack', 'hearts_8', 'diamonds_7', 'clubs_5', 'spades_4', 'spades_ace']
09/09/2021, 16:04:17|5|0||['clubs_jack', 'spades_7', 'diamonds_king', 'spades_2', 'hearts_2']|10|Two pair|['spades_3', 'hearts_queen', 'diamonds_9', 'spades_2', 'hearts_2', 'clubs_jack', 'spades_7', 'diamonds_king', 'clubs_5', 'hearts_7']
09/09/2021, 16:04:24|5|0||['clubs_6', 'clubs_queen', 'hearts_ace', 'hearts_8', 'hearts_3']|20|Straight|['clubs_2', 'clubs_queen', 'clubs_5', 'diamonds_9', 'spades_6', 'clubs_6', 'hearts_ace', 'hearts_8', 'hearts_3', 'spades_jack']
09/09/2021, 16:04:30|5|0||['clubs_queen', 'diamonds_7', 'clubs_jack', 'hearts_3', 'diamonds_3']|20|Straight|['hearts_8', 'clubs_9', 'clubs_jack', 'clubs_2', 'spades_5', 'clubs_queen', 'diamonds_7', 'hearts_3', 'diamonds_3', 'hearts_jack']
09/09/2021, 16:04:39|5|5|Pair King's|['spades_7', 'diamonds_queen', 'clubs_king', 'diamonds_jack', 'spades_king']|20|Straight|['clubs_8', 'diamonds_queen', 'clubs_king', 'diamonds_2', 'spades_3', 'spades_7', 'diamonds_jack', 'spades_king', 'diamonds_8', 'hearts_4']
09/09/2021, 16:04:47|5|0||['spades_7', 'diamonds_jack', 'diamonds_4', 'spades_6', 'clubs_4']|20|Straight|['spades_5', 'diamonds_7', 'diamonds_4', 'clubs_ace', 'clubs_4', 'spades_7', 'diamonds_jack', 'spades_6', 'spades_jack', 'diamonds_king']
09/09/2021, 16:04:55|5|0||['hearts_3', 'spades_ace', 'clubs_king', 'spades_3', 'spades_6']|45|Full house|['spades_4', 'clubs_3', 'clubs_king', 'clubs_2', 'diamonds_6', 'hearts_3', 'spades_ace', 'spades_3', 'spades_6', 'spades_queen']
09/09/2021, 16:05:02|5|5|Pair Ace's|['diamonds_4', 'clubs_3', 'diamonds_ace', 'hearts_ace', 'spades_7']|10|Two pair|['spades_queen', 'hearts_5', 'diamonds_ace', 'hearts_ace', 'spades_10', 'diamonds_4', 'clubs_3', 'spades_7', 'hearts_queen', 'clubs_5']
09/09/2021, 16:05:11|5|0||['spades_jack', 'spades_2', 'hearts_4', 'hearts_6', 'diamonds_2']|10|Two pair|['diamonds_7', 'spades_2', 'diamonds_queen', 'hearts_ace', 'diamonds_2', 'spades_jack', 'hearts_4', 'hearts_6', 'spades_ace', 'spades_6']
09/09/2021, 16:05:19|5|0||['clubs_5', 'spades_5', 'diamonds_8', 'clubs_9', 'clubs_king']|10|Two pair|['clubs_5', 'spades_5', 'spades_queen', 'spades_3', 'hearts_9', 'diamonds_8', 'clubs_9', 'clubs_king', 'diamonds_king', 'clubs_queen']
09/09/2021, 16:05:28|5|10|Two pair|['clubs_king', 'diamonds_8', 'clubs_8', 'hearts_ace', 'spades_king']|45|Full house|['spades_3', 'hearts_2', 'clubs_4', 'hearts_ace', 'spades_king', 'clubs_king', 'diamonds_8', 'clubs_8', 'hearts_king', 'hearts_7']
09/09/2021, 16:05:35|5|5|Pair King's|['spades_king', 'clubs_king', 'clubs_7', 'diamonds_5', 'diamonds_6']|45|Full house|['spades_king', 'clubs_king', 'clubs_queen', 'spades_6', 'hearts_4', 'clubs_7', 'diamonds_5', 'diamonds_6', 'diamonds_3', 'diamonds_king']
09/09/2021, 16:05:43|5|5|Pair King's|['diamonds_4', 'spades_10', 'clubs_king', 'hearts_king', 'diamonds_7']|45|Full house|['hearts_queen', 'hearts_10', 'clubs_king', 'hearts_king', 'clubs_ace', 'diamonds_4', 'spades_10', 'diamonds_7', 'spades_ace', 'hearts_ace']
09/09/2021, 16:05:51|5|5|Pair King's|['diamonds_king', 'hearts_9', 'hearts_6', 'diamonds_ace', 'spades_king']|30|Flush|['hearts_7', 'diamonds_9', 'hearts_3', 'diamonds_ace', 'clubs_2', 'diamonds_king', 'hearts_9', 'hearts_6', 'spades_king', 'hearts_10']
09/09/2021, 16:05:58|5|0||['diamonds_4', 'hearts_4', 'hearts_10', 'diamonds_6', 'clubs_ace']|20|Straight|['diamonds_4', 'hearts_4', 'spades_10', 'hearts_9', 'spades_ace', 'hearts_10', 'diamonds_6', 'clubs_ace', 'diamonds_5', 'clubs_3']
09/09/2021, 16:06:07|5|0||['hearts_9', 'diamonds_queen', 'clubs_9', 'spades_6', 'diamonds_ace']|15|Three of a kind|['hearts_9', 'clubs_queen', 'clubs_9', 'clubs_7', 'spades_jack', 'diamonds_queen', 'spades_6', 'diamonds_ace', 'spades_queen', 'diamonds_9']
